t_s,vx_filt,a,a_raw
3.729955503,0.181055603236263,0.0368203882743239,0.0996170807636164
3.740006349,0.181421976223858,0.0358158103596038,0.0497767293549631
3.749986578,0.181773032419762,0.0340534890594521,0.0498624917230516
3.760002971,0.182102930972361,0.0320328795447108,0
3.770000693,0.182414142154751,0.0306614456499285,0
3.779988492,0.182715715938288,0.0301100795568043,-0.0498325248560775
3.79000934,0.183016604107745,0.0300388472261764,0.0498492320802275
3.799990433,0.183316551188214,0.0293087919421651,0.0997780294171051
3.809995331,0.183602369359722,0.0268384226639305,0.0498291355612397
3.82000074,0.183853596265115,0.0224298897569455,0.0498328711014611
3.830004138,0.1840511646949,0.0164675216224776,0
3.839993962,0.184182835080703,0.00966321040150959,0
3.850003063,0.184244418514979,0.00277470713338919,0
3.860002979,0.184238354242905,-0.0036721570227689,-0.0499145827276084
3.869979115,0.18417106331534,-0.00953104247954796,-0.0498556924664375
3.880002627,0.184047736748241,-0.0151827245286769,0.0498063907428509
3.88999856,0.183867113596688,-0.0212590968403917,0
3.899991817,0.18362278462227,-0.027929138158429,-0.0498429922484893
3.910003304,0.183308398337688,-0.035134619520682,0
3.919987051,0.182920259683453,-0.0425849184181412,-0.0499741378117067
3.929955252,0.182458746259825,-0.0494766758628712,-0.0498144005830573
3.940003277,0.181929923357653,-0.0555748033646795,-0.0497987136980522
3.949977484,0.181346014653503,-0.0604889794391964,-0.149951351395468
3.959951474,0.180723277279471,-0.0634279311184761,-0.0497869628439393
3.970004741,0.180075727176015,-0.0654946793673196,0
3.979987451,0.179411027390045,-0.0673081496203028,-0.100005621634964
3.989945397,0.17873355851844,-0.0680988216784474,-0.0498114861087266
4.000004549,0.178047886602823,-0.0684908190130692,-0.0497132918483443
4.010002033,0.177359863092153,-0.068623128158625,-0.099887974103219
4.019968691,0.17667788472778,-0.0673677938977796,-0.0996373702319667
4.030016388,0.176011540149516,-0.065415280460052,-0.0497742072326958
4.040000781,0.175367479942229,-0.0632916491891944,-0.0499296459568009
4.049986115,0.174747623193828,-0.0608165864681346,-0.0498437722248565
4.060004913,0.174150896918731,-0.058523661542,0
4.069986434,0.17357713129394,-0.0560270636010629,-0.0998352664182087
4.079979595,0.173031774139906,-0.0525093904193358,-0.099629455371151
4.090002379,0.172526106223323,-0.0479207053191743,0
4.099990449,0.172072839902187,-0.0421491838682715,-0.0997534647778609
4.109993441,0.171683499275363,-0.0353142748380744,-0.0498165630578737
4.120005507,0.171366022643075,-0.0280675878650543,0.0498744855033337
4.129985553,0.171122368915195,-0.0207522939459897,-0.049888562124099
4.139991978,0.17095125752194,-0.0135699549982716,-0.0498051542869105
4.150005495,0.170850699203187,-0.00674150643161991,0.0498313444430178
4.160001398,0.170816363888317,-0.000480437552552704,-0.0499940734979784
4.169949785,0.170841117217312,0.00490700849999246,0
4.180001414,0.170914504136829,0.0090448644926702,0.0995327801686962
4.189985321,0.17102233592547,0.0118119613605073,-0.0498934799585452
4.199985915,0.17115056029045,0.0132948394601861,0.0498217055447267
4.209998014,0.171288401466071,0.0139591243464747,0.0498595566500872
4.219984013,0.171429716227125,0.0143788813329226,-0.0499519507957856
4.229958824,0.17157541558437,0.0150906441486799,0
4.240000929,0.171731784383435,0.0164401462864635,0
4.249987943,0.171904697230719,0.0181628030959207,-7.45282417249624e-07
4.259994908,0.172094931087116,0.0195568411396312,0.049856131499237
4.269987116,0.172295817880004,0.019984874868604,0.0498621775382692
4.279991656,0.172494563593675,0.0190116174926062,0
4.289986732,0.172676042929395,0.0165355327118112,0.0498440138084563
4.29999599,0.17282534591291,0.0126639248127476,0
4.309990522,0.172929369421925,0.00755641525113315,-0.0498680649511078
4.319990676,0.172976434063142,0.00117849599307985,0.0499604313581384
4.329948242,0.172952889514976,-0.00664464495177465,0.0498699530304917
4.339984605,0.172843581503746,-0.0156596426020085,0
4.349986326,0.172639100281107,-0.0251308100562862,-0.0996816818234802
4.359990063,0.172340828138659,-0.0340333335312974,0
4.369979691,0.171958659421649,-0.0415792675924803,0
4.379988779,0.171509296174589,-0.0469674880336194,-0.0996635430255496
4.38998879,0.171018882303803,-0.0494011266903929,-0.0997498652650394
4.399980413,0.170521686930607,-0.0483690557921161,-0.0997247041697621
4.409985468,0.170051661869964,-0.0443735110308955,0
4.419982008,0.169634145934239,-0.0386489412443904,-0.0501781783287546
4.429856285,0.169283675831253,-0.0314613748683652,-0.0498411087678654
4.439987209,0.169004754806261,-0.0244341898943799,0.0496132537970149
4.449953062,0.16879262736577,-0.0183042271324401,0.0499294923307004
4.459956699,0.168639228725582,-0.0125468184812141,-0.0997159326965359
4.469951499,0.168541710606823,-0.00694130156319545,-0.0997375076055146
4.47995081,0.168500443571643,-0.00168748495284364,0.049757366506395
4.489990369,0.168507895315226,0.00225513433814153,0.0995254758143637
4.499987517,0.168545629037622,0.00428528164955516,0
4.509982451,0.168593567017357,0.0046571631694639,0
4.519957191,0.168638631067881,0.00414421345891147,0
4.52999493,0.168676503002175,0.0035321562902382,-0.0497660388021629
4.539992569,0.168709399154311,0.00324058306230933,0
